0.7909,0.9177
0.8356,0.9876
0.8903,1.0735
0.9564,1.1777
1.0349,1.3021
1.1253,1.4468
1.2251,1.6089
1.3286,1.7812
1.4266,1.9514
1.5082,2.1041
1.5645,2.2257
1.592,2.3098
1.594,2.3595
1.5773,2.3832
1.5488,2.3901
1.5137,2.3875
1.4756,2.3801
1.4365,2.3707
1.3979,2.3612
1.3606,2.3524
1.3252,2.3448
1.2921,2.3387
1.2614,2.3342
1.2332,2.3311
1.2074,2.3295
1.1839,2.3291
1.1625,2.3298
1.1429,2.3313
1.125,2.3335
1.1086,2.3364
1.0934,2.3397
1.0792,2.3434
1.0659,2.3473
1.0533,2.3515
1.0413,2.3558
1.0298,2.3603
1.0185,2.3649
1.0076,2.3695
0.9968,2.3743
0.9862,2.3791
0.9756,2.3839
0.9651,2.3888
0.9545,2.3937
0.9439,2.3987
0.9332,2.4038
0.9224,2.4088
0.9116,2.414
0.9006,2.4192
0.8894,2.4244
0.8782,2.4297
0.8668,2.435
0.8552,2.4404
0.8435,2.4458
0.8316,2.4513
0.8196,2.4568
0.8075,2.4624
0.7952,2.468
0.7828,2.4736
0.7702,2.4793
0.7575,2.485
0.7447,2.4907
0.7317,2.4964
0.7187,2.5021
0.7056,2.5079
0.6923,2.5136
0.679,2.5193
0.6657,2.525
0.6522,2.5307
0.6387,2.5363
0.6252,2.5419
0.6116,2.5474
0.598,2.5529
0.5844,2.5583
0.5709,2.5636
0.5573,2.5688
0.5437,2.5739
0.5302,2.5788
0.5168,2.5837
0.5034,2.5884
0.4901,2.5929
0.4769,2.5973
0.4638,2.6015
0.4508,2.6055
0.4379,2.6094
0.4252,2.613
0.4126,2.6165
0.4002,2.6197
0.388,2.6228
0.3759,2.6256
0.3641,2.6283
0.3524,2.6307
0.341,2.633
0.3298,2.635
0.3189,2.6369
0.3082,2.6386
0.2977,2.6401
0.2875,2.6415
0.2776,2.6427
0.2679,2.6439
0.2585,2.6448
0.2494,2.6457
0.2405,2.6465
0.232,2.6472
0.2237,2.6478
0.2157,2.6483
0.208,2.6488
0.2006,2.6492
0.1934,2.6496
0.1866,2.6499
0.1801,2.6502
0.1738,2.6504
0.1678,2.6507
0.1622,2.6509
0.1568,2.6511
0.1517,2.6513
0.1468,2.6515
0.1423,2.6516
0.138,2.6518
0.134,2.6519
0.1302,2.652
0.1268,2.6521
0.1235,2.6522
0.1205,2.6523
0.1178,2.6523
0.1152,2.6523
0.1129,2.6524
0.1108,2.6523
0.109,2.6523
0.1073,2.6523
0.1058,2.6522
0.1045,2.6521
0.1033,2.652
0.1023,2.6519
0.1015,2.6517
0.1008,2.6515
0.1003,2.6513
0.0999,2.6511
0.0996,2.6508
0.0994,2.6505
0.0993,2.6502
0.0994,2.6499
0.0995,2.6496
0.0997,2.6492
0.1,2.6488
0.1004,2.6484
0.1008,2.648
0.1013,2.6476
0.1019,2.6471
0.1025,2.6466
0.1032,2.6462
0.1039,2.6457
0.1047,2.6452
0.1055,2.6446
0.1063,2.6441
0.1072,2.6436
0.1081,2.643
0.109,2.6425
0.1099,2.6419
0.1109,2.6413
0.1118,2.6407
0.1128,2.6402
0.1138,2.6396
0.1148,2.639
0.1158,2.6384
0.1169,2.6378
0.1179,2.6372
0.1189,2.6366
0.1199,2.636
0.121,2.6354
0.122,2.6348
0.123,2.6342
0.124,2.6336
0.1251,2.633
0.1261,2.6324
0.1271,2.6318
0.1281,2.6313
0.1291,2.6307
0.1301,2.6301
0.1311,2.6295
0.1321,2.6289
0.133,2.6284
0.134,2.6278
0.1349,2.6272
0.1359,2.6267
0.1368,2.6261
0.1377,2.6256
0.1386,2.625
0.1395,2.6245
0.1404,2.624
0.1413,2.6235
0.1421,2.6229
0.143,2.6224
0.1438,2.6219
0.1447,2.6214
0.1455,2.6209
0.1463,2.6204
0.1471,2.6199
0.1479,2.6195
0.1486,2.619
0.1494,2.6185
0.1502,2.6181
0.1509,2.6176
