0.7312,0.44
0.7294,0.4126
0.7258,0.3801
0.7198,0.3417
0.7107,0.2969
0.6977,0.2453
0.6801,0.1875
0.6572,0.1249
0.6289,0.06
0.5956,-0.0039
0.5582,-0.0638
0.5176,-0.1182
0.4745,-0.1676
0.4291,-0.213
0.382,-0.2555
0.3339,-0.2956
0.2855,-0.333
0.2377,-0.3671
0.1915,-0.3974
0.1474,-0.4233
0.106,-0.4448
0.0675,-0.4618
0.0318,-0.4746
-0.001,-0.4836
-0.0312,-0.4893
-0.059,-0.4921
-0.0846,-0.4924
-0.1085,-0.4908
-0.1307,-0.4874
-0.1515,-0.4826
-0.1711,-0.4766
-0.1897,-0.4697
-0.2075,-0.4619
-0.2245,-0.4535
-0.2409,-0.4444
-0.2567,-0.4348
-0.2722,-0.4248
-0.2873,-0.4143
-0.3021,-0.4035
-0.3166,-0.3923
-0.3309,-0.3807
-0.3451,-0.3688
-0.3592,-0.3566
-0.3731,-0.344
-0.387,-0.3311
-0.4009,-0.3179
-0.4147,-0.3044
-0.4285,-0.2905
-0.4423,-0.2762
-0.4562,-0.2615
-0.47,-0.2465
-0.4839,-0.2311
-0.4978,-0.2152
-0.5117,-0.199
-0.5257,-0.1823
-0.5397,-0.1651
-0.5537,-0.1475
-0.5678,-0.1294
-0.5819,-0.1108
-0.5961,-0.0918
-0.6103,-0.0722
-0.6245,-0.0521
-0.6387,-0.0315
-0.6529,-0.0104
-0.6672,0.0113
-0.6814,0.0335
-0.6956,0.0562
-0.7097,0.0794
-0.7238,0.1032
-0.7379,0.1276
-0.7519,0.1524
-0.7658,0.1777
-0.7796,0.2035
-0.7932,0.2298
-0.8067,0.2565
-0.8201,0.2837
-0.8333,0.3112
-0.8462,0.339
-0.859,0.3672
-0.8715,0.3956
-0.8837,0.4242
-0.8956,0.4529
-0.9073,0.4817
-0.9185,0.5106
-0.9294,0.5393
-0.94,0.568
-0.9501,0.5965
-0.9598,0.6247
-0.9691,0.6525
-0.9779,0.6799
-0.9862,0.7069
-0.9941,0.7332
-1.0015,0.759
-1.0084,0.784
-1.0148,0.8082
-1.0207,0.8317
-1.0261,0.8543
-1.0311,0.876
-1.0356,0.8967
-1.0397,0.9166
-1.0434,0.9354
-1.0466,0.9533
-1.0495,0.9702
-1.0521,0.9862
-1.0543,1.0012
-1.0562,1.0153
-1.0578,1.0284
-1.0592,1.0407
-1.0604,1.0522
-1.0614,1.0628
-1.0623,1.0727
-1.063,1.0819
-1.0636,1.0903
-1.0642,1.0982
-1.0647,1.1054
-1.0652,1.1121
-1.0657,1.1182
-1.0662,1.1239
-1.0667,1.1291
-1.0673,1.1339
-1.068,1.1384
-1.0687,1.1425
-1.0695,1.1463
-1.0704,1.1499
-1.0713,1.1532
-1.0724,1.1562
-1.0736,1.159
-1.0749,1.1617
-1.0762,1.1642
-1.0777,1.1665
-1.0792,1.1687
-1.0809,1.1708
-1.0826,1.1727
-1.0844,1.1746
-1.0863,1.1763
-1.0883,1.178
-1.0903,1.1795
-1.0924,1.181
-1.0945,1.1825
-1.0967,1.1839
-1.0989,1.1852
-1.1012,1.1865
-1.1035,1.1877
-1.1059,1.1889
-1.1082,1.19
-1.1106,1.1911
-1.113,1.1922
-1.1154,1.1932
-1.1178,1.1942
-1.1202,1.1952
-1.1226,1.1961
-1.1251,1.197
-1.1275,1.1979
-1.1299,1.1988
-1.1323,1.1996
-1.1346,1.2005
-1.137,1.2013
-1.1394,1.2021
-1.1417,1.2029
-1.144,1.2036
-1.1463,1.2044
-1.1486,1.2051
-1.1509,1.2058
-1.1531,1.2065
-1.1553,1.2072
-1.1575,1.2079
-1.1597,1.2085
-1.1618,1.2092
-1.1639,1.2098
-1.166,1.2105
-1.1681,1.2111
-1.1701,1.2117
-1.1721,1.2123
-1.1741,1.2129
-1.176,1.2135
-1.1779,1.2141
-1.1798,1.2146
-1.1817,1.2152
-1.1836,1.2157
-1.1854,1.2163
-1.1872,1.2168
-1.1889,1.2173
-1.1907,1.2178
-1.1924,1.2184
-1.1941,1.2189
-1.1957,1.2194
-1.1974,1.2198
-1.199,1.2203
-1.2006,1.2208
-1.2021,1.2213
-1.2036,1.2217
-1.2052,1.2222
-1.2066,1.2226
-1.2081,1.2231
-1.2095,1.2235
-1.211,1.2239
-1.2124,1.2244
-1.2137,1.2248
-1.2151,1.2252
-1.2164,1.2256
-1.2177,1.226
-1.219,1.2264
